Pioggia mm,Qual_x,Vel. Vento m/s,Qual_y,Umidita' aria %,Qual_x,Rad.Sol.Tot. kJ/m2,Qual_y,Dir. Vento Â°,Qual_x,Pressione atm. hPa,Qual_y,Temp. aria °C,Qual,Hours,Day,Month,Year
0.0,1,0.3,145.0,96.0,145.0,0.0,145.0,42.0,145.0,938.3,1.0,10.2,1.0,0,20,5,201
0.0,1,0.2,145.0,97.0,145.0,0.0,145.0,68.0,145.0,938.3,1.0,10.0,1.0,1,20,5,201
0.0,1,0.1,145.0,99.0,145.0,0.0,145.0,52.0,145.0,938.1,1.0,9.9,1.0,2,20,5,201
0.0,1,0.1,145.0,99.0,145.0,0.0,145.0,64.0,145.0,938.0,1.0,9.7,1.0,3,20,5,201
0.0,1,0.2,145.0,99.0,145.0,0.0,145.0,12.0,145.0,937.8,1.0,9.9,1.0,4,20,5,201
0.0,1,0.1,145.0,99.0,145.0,0.0,145.0,17.0,145.0,938.1,1.0,9.8,1.0,5,20,5,201
0.0,1,0.1,145.0,99.0,145.0,20.8,145.0,46.0,145.0,938.4,1.0,10.3,1.0,6,20,5,201
0.0,1,0.1,145.0,98.0,145.0,31.8,145.0,90.0,145.0,938.6,1.0,10.5,1.0,7,20,5,201
0.0,1,0.0,145.0,91.0,145.0,47.9,145.0,0.0,145.0,938.3,1.0,12.6,1.0,8,20,5,201
0.0,1,0.9,145.0,80.0,145.0,521.9,145.0,279.0,145.0,938.1,1.0,14.4,1.0,9,20,5,201
0.0,1,0.8,145.0,65.0,145.0,667.8,145.0,281.0,145.0,937.6,1.0,16.6,1.0,10,20,5,201
0.0,1,1.6,145.0,60.0,145.0,586.6,145.0,278.0,145.0,937.1,1.0,17.5,1.0,11,20,5,201
0.0,1,1.2,145.0,56.0,145.0,329.9,145.0,252.0,145.0,936.5,1.0,18.6,1.0,12,20,5,201
0.0,1,2.3,145.0,44.0,145.0,932.2,145.0,175.0,145.0,936.0,1.0,21.1,1.0,13,20,5,201
0.0,1,1.3,145.0,54.0,145.0,358.0,145.0,258.0,145.0,935.9,1.0,19.3,1.0,14,20,5,201
0.0,1,0.6,145.0,54.0,145.0,337.7,145.0,334.0,145.0,935.7,1.0,19.1,1.0,15,20,5,201
0.0,1,1.8,145.0,56.0,145.0,638.5,145.0,290.0,145.0,935.2,1.0,20.1,1.0,16,20,5,201
0.0,1,2.2,145.0,56.0,145.0,300.3,145.0,287.0,145.0,934.7,1.0,18.4,1.0,17,20,5,201
0.0,1,1.8,145.0,50.0,145.0,177.9,145.0,84.0,145.0,935.5,1.0,16.3,1.0,18,20,5,201
0.0,1,0.4,145.0,97.0,145.0,14.0,145.0,359.0,145.0,936.1,1.0,12.3,1.0,19,20,5,201
0.0,1,0.5,145.0,95.0,145.0,0.0,145.0,52.0,145.0,937.1,1.0,12.4,1.0,20,20,5,201
0.0,1,0.0,145.0,98.0,145.0,0.0,145.0,0.0,145.0,937.7,1.0,12.0,1.0,21,20,5,201
0.0,1,0.0,145.0,100.0,145.0,0.0,145.0,0.0,145.0,938.2,1.0,12.1,1.0,22,20,5,201
0.2,1,0.3,145.0,100.0,145.0,0.0,145.0,331.0,145.0,938.5,1.0,12.1,1.0,23,20,5,201
0.0,1,0.2,145.0,100.0,145.0,0.0,145.0,32.0,145.0,938.6,1.0,11.3,1.0,0,21,5,201
0.0,1,0.2,145.0,100.0,145.0,0.0,145.0,92.0,145.0,938.2,1.0,11.3,1.0,1,21,5,201
0.0,1,0.0,145.0,100.0,145.0,0.0,145.0,0.0,145.0,937.8,1.0,10.8,1.0,2,21,5,201
0.0,1,0.0,145.0,100.0,145.0,0.0,145.0,0.0,145.0,937.7,1.0,10.6,1.0,3,21,5,201
0.0,1,0.1,145.0,100.0,145.0,0.0,145.0,51.0,145.0,937.5,1.0,10.3,1.0,4,21,5,201
0.0,1,0.0,145.0,100.0,145.0,0.0,145.0,0.0,145.0,937.3,1.0,10.3,1.0,5,21,5,201
0.0,1,0.5,145.0,100.0,145.0,37.5,145.0,111.0,145.0,937.6,1.0,10.8,1.0,6,21,5,201
0.0,1,0.4,145.0,99.0,145.0,44.5,145.0,35.0,145.0,937.4,1.0,11.2,1.0,7,21,5,201
0.0,1,0.1,145.0,96.0,145.0,71.6,145.0,33.0,145.0,937.2,1.0,12.6,1.0,8,21,5,201
0.0,1,0.4,145.0,82.0,145.0,524.2,145.0,332.0,145.0,936.9,1.0,14.3,1.0,9,21,5,201
0.0,1,1.1,145.0,70.0,145.0,712.2,145.0,247.0,145.0,936.3,1.0,16.7,1.0,10,21,5,201
0.0,1,1.2,145.0,62.0,145.0,836.7,145.0,269.0,145.0,935.6,1.0,18.6,1.0,11,21,5,201
0.0,1,2.2,145.0,59.0,145.0,999.3,145.0,262.0,145.0,934.8,1.0,20.2,1.0,12,21,5,201
0.0,1,2.1,145.0,50.0,145.0,858.7,145.0,266.0,145.0,934.2,1.0,20.2,1.0,13,21,5,201
0.0,1,2.2,145.0,53.0,145.0,892.0,145.0,281.0,145.0,933.7,1.0,20.7,1.0,14,21,5,201
0.0,1,1.4,145.0,52.0,145.0,384.5,145.0,280.0,145.0,933.3,1.0,19.4,1.0,15,21,5,201
0.0,1,1.8,145.0,42.0,145.0,608.3,145.0,254.0,145.0,932.7,1.0,20.9,1.0,16,21,5,201
0.0,1,0.0,145.0,70.0,145.0,82.3,145.0,0.0,145.0,932.7,1.0,16.4,1.0,17,21,5,201
0.0,1,0.0,145.0,76.0,145.0,75.9,145.0,0.0,145.0,933.0,1.0,16.1,1.0,18,21,5,201
0.0,1,0.0,145.0,72.0,145.0,46.2,145.0,38.0,145.0,933.3,1.0,16.2,1.0,19,21,5,201
0.0,1,0.1,145.0,75.0,145.0,0.0,145.0,37.0,145.0,933.6,1.0,14.7,1.0,20,21,5,201
0.0,1,0.2,145.0,78.0,145.0,0.0,145.0,39.0,145.0,934.2,1.0,14.0,1.0,21,21,5,201
0.0,1,0.2,145.0,81.0,145.0,0.0,145.0,37.0,145.0,934.0,1.0,13.3,1.0,22,21,5,201
0.0,1,0.1,145.0,82.0,145.0,0.0,145.0,76.0,145.0,934.0,1.0,13.1,1.0,23,21,5,201
0.0,1,0.1,145.0,84.0,145.0,0.0,145.0,0.0,145.0,933.7,1.0,12.5,1.0,0,22,5,201
0.0,1,0.0,145.0,84.0,145.0,0.0,145.0,0.0,145.0,933.7,1.0,12.8,1.0,1,22,5,201
0.0,1,0.1,145.0,83.0,145.0,0.0,145.0,329.0,145.0,933.6,1.0,12.7,1.0,2,22,5,201
0.0,1,0.0,145.0,85.0,145.0,0.0,145.0,0.0,145.0,933.2,1.0,12.4,1.0,3,22,5,201
0.0,1,0.0,145.0,87.0,145.0,0.0,145.0,0.0,145.0,933.3,1.0,12.3,1.0,4,22,5,201
0.0,1,0.0,145.0,87.0,145.0,0.0,145.0,0.0,145.0,933.3,1.0,12.3,1.0,5,22,5,201
0.0,1,0.0,145.0,87.0,145.0,19.3,145.0,0.0,145.0,933.4,1.0,12.6,1.0,6,22,5,201
0.2,1,0.1,145.0,93.0,145.0,18.2,145.0,69.0,145.0,933.9,1.0,12.3,1.0,7,22,5,201
0.2,1,0.0,145.0,100.0,145.0,28.3,145.0,0.0,145.0,934.6,1.0,11.6,1.0,8,22,5,201
0.2,1,0.2,145.0,98.0,145.0,58.7,145.0,93.0,145.0,934.6,1.0,11.7,1.0,9,22,5,201
0.2,1,0.3,145.0,100.0,145.0,53.5,145.0,68.0,145.0,934.8,1.0,12.0,1.0,10,22,5,201
0.0,1,0.4,145.0,99.0,145.0,271.2,145.0,227.0,145.0,934.6,1.0,13.6,1.0,11,22,5,201
0.0,1,0.6,145.0,91.0,145.0,193.1,145.0,200.0,145.0,934.4,1.0,14.0,1.0,12,22,5,201
0.0,1,0.4,145.0,87.0,145.0,174.0,145.0,79.0,145.0,934.6,1.0,14.4,1.0,13,22,5,201
0.0,1,0.2,145.0,92.0,145.0,155.8,145.0,141.0,145.0,934.6,1.0,14.7,1.0,14,22,5,201
0.0,1,0.7,145.0,96.0,145.0,90.2,145.0,228.0,145.0,934.7,1.0,14.3,1.0,15,22,5,201
0.0,1,0.4,145.0,89.0,145.0,196.0,145.0,217.0,145.0,934.5,1.0,14.9,1.0,17,22,5,201
0.0,1,0.6,145.0,98.0,145.0,74.0,145.0,199.0,145.0,934.6,1.0,14.1,1.0,18,22,5,201
0.0,1,0.1,145.0,96.0,145.0,28.7,145.0,99.0,145.0,934.9,1.0,14.1,1.0,19,22,5,201
0.0,1,0.1,145.0,93.0,145.0,0.0,145.0,336.0,145.0,935.2,1.0,13.5,1.0,20,22,5,201
0.0,1,0.2,145.0,93.0,145.0,0.0,145.0,86.0,145.0,935.9,1.0,13.4,1.0,21,22,5,201
0.0,1,0.2,145.0,95.0,145.0,0.0,145.0,45.0,145.0,936.3,1.0,13.3,1.0,22,22,5,201
0.0,1,0.0,145.0,95.0,145.0,0.0,145.0,0.0,145.0,936.6,1.0,13.1,1.0,23,22,5,201
0.0,1,0.1,145.0,99.0,145.0,0.0,145.0,72.0,145.0,936.6,1.0,12.7,1.0,0,23,5,201
0.0,1,0.1,145.0,100.0,145.0,0.0,145.0,0.0,145.0,936.5,1.0,12.5,1.0,1,23,5,201
0.0,1,0.2,145.0,100.0,145.0,0.0,145.0,63.0,145.0,936.4,1.0,12.4,1.0,2,23,5,201
0.0,1,0.0,145.0,100.0,145.0,0.0,145.0,0.0,145.0,936.1,1.0,12.4,1.0,3,23,5,201
0.0,1,0.0,145.0,100.0,145.0,0.0,145.0,0.0,145.0,936.2,1.0,11.6,1.0,4,23,5,201
0.0,1,0.0,145.0,100.0,145.0,0.0,145.0,0.0,145.0,936.3,1.0,12.2,1.0,5,23,5,201
0.0,1,0.0,145.0,100.0,145.0,47.3,145.0,0.0,145.0,936.7,1.0,12.1,1.0,6,23,5,201
0.0,1,0.2,145.0,98.0,145.0,51.1,145.0,44.0,145.0,937.2,1.0,12.8,1.0,7,23,5,201
0.0,1,0.1,145.0,96.0,145.0,58.2,145.0,108.0,145.0,937.2,1.0,13.9,1.0,8,23,5,201
0.0,1,0.5,145.0,87.0,145.0,527.6,145.0,264.0,145.0,937.1,1.0,15.9,1.0,9,23,5,201
0.0,1,0.2,145.0,79.0,145.0,198.2,145.0,171.0,145.0,936.8,1.0,16.4,1.0,10,23,5,201
0.0,1,1.0,145.0,69.0,145.0,367.5,145.0,207.0,145.0,936.6,1.0,17.8,1.0,11,23,5,201
0.0,1,0.8,145.0,78.0,145.0,520.6,145.0,284.0,145.0,936.6,1.0,18.3,1.0,12,23,5,201
0.0,1,0.7,145.0,85.0,145.0,225.4,145.0,254.0,145.0,936.7,1.0,17.3,1.0,13,23,5,201
0.0,1,0.7,145.0,85.0,145.0,107.7,145.0,181.0,145.0,936.9,1.0,15.9,1.0,14,23,5,201
0.0,1,0.6,145.0,86.0,145.0,83.6,145.0,171.0,145.0,937.1,1.0,15.3,1.0,15,23,5,201
0.0,1,0.3,145.0,84.0,145.0,150.9,145.0,192.0,145.0,936.5,1.0,16.7,1.0,16,23,5,201
0.0,1,0.8,145.0,90.0,145.0,166.0,145.0,269.0,145.0,936.1,1.0,17.0,1.0,17,23,5,201
0.0,1,0.5,145.0,77.0,145.0,96.6,145.0,149.0,145.0,936.2,1.0,17.5,1.0,18,23,5,201
0.0,1,0.5,145.0,84.0,145.0,107.3,145.0,219.0,145.0,936.1,1.0,17.6,1.0,19,23,5,201
0.0,1,0.1,145.0,90.0,145.0,0.0,145.0,37.0,145.0,936.7,1.0,15.1,1.0,20,23,5,201
0.0,1,0.0,145.0,91.0,145.0,0.0,145.0,0.0,145.0,937.5,1.0,15.0,1.0,21,23,5,201
0.0,1,0.2,145.0,90.0,145.0,0.0,145.0,54.0,145.0,937.6,1.0,15.0,1.0,22,23,5,201
0.2,1,0.1,145.0,92.0,145.0,0.0,145.0,42.0,145.0,937.8,1.0,14.6,1.0,23,23,5,201
0.0,1,0.4,145.0,95.0,145.0,0.0,145.0,58.0,145.0,937.7,1.0,14.2,1.0,0,24,5,201
0.0,1,0.4,145.0,94.0,145.0,0.0,145.0,57.0,145.0,937.7,1.0,14.2,1.0,1,24,5,201
0.0,1,0.0,145.0,95.0,145.0,0.0,145.0,0.0,145.0,937.7,1.0,14.0,1.0,2,24,5,201
0.0,1,0.0,145.0,94.0,145.0,0.0,145.0,0.0,145.0,937.8,1.0,14.1,1.0,3,24,5,201
0.0,1,0.0,145.0,96.0,145.0,0.0,145.0,0.0,145.0,937.9,1.0,13.9,1.0,4,24,5,201
0.0,1,0.4,145.0,100.0,145.0,0.0,145.0,65.0,145.0,938.1,1.0,13.4,1.0,5,24,5,201
0.0,1,0.1,145.0,100.0,145.0,40.7,145.0,69.0,145.0,938.1,1.0,13.6,1.0,6,24,5,201
0.0,1,0.0,145.0,100.0,145.0,70.1,145.0,0.0,145.0,938.1,1.0,14.1,1.0,7,24,5,201
0.0,1,0.1,145.0,97.0,145.0,118.7,145.0,196.0,145.0,938.4,1.0,14.8,1.0,8,24,5,201
0.0,1,0.6,145.0,91.0,145.0,216.9,145.0,296.0,145.0,938.2,1.0,15.4,1.0,9,24,5,201
0.0,1,0.1,145.0,92.0,145.0,158.5,145.0,210.0,145.0,938.4,1.0,15.8,1.0,10,24,5,201
0.0,1,0.5,145.0,92.0,145.0,152.8,145.0,135.0,145.0,938.1,1.0,16.2,1.0,11,24,5,201
0.0,1,0.4,145.0,87.0,145.0,233.6,145.0,276.0,145.0,937.8,1.0,17.1,1.0,12,24,5,201
0.0,1,1.3,145.0,72.0,145.0,826.3,145.0,262.0,145.0,937.2,1.0,19.1,1.0,13,24,5,201
0.0,1,0.6,145.0,70.0,145.0,206.2,145.0,110.0,145.0,936.8,1.0,18.9,1.0,14,24,5,201
0.0,1,0.5,145.0,72.0,145.0,321.6,145.0,179.0,145.0,936.2,1.0,20.1,1.0,15,24,5,201
0.0,1,0.0,145.0,66.0,145.0,216.0,145.0,0.0,145.0,935.8,1.0,20.4,1.0,16,24,5,201
0.0,1,0.5,145.0,65.0,145.0,329.7,145.0,156.0,145.0,935.5,1.0,21.6,1.0,17,24,5,201
0.0,1,0.8,145.0,60.0,145.0,257.1,145.0,213.0,145.0,935.2,1.0,20.9,1.0,18,24,5,201
0.0,1,0.6,145.0,68.0,145.0,93.0,145.0,203.0,145.0,935.4,1.0,19.9,1.0,19,24,5,201
0.0,1,0.0,145.0,84.0,145.0,0.0,145.0,0.0,145.0,936.2,1.0,16.9,1.0,20,24,5,201
0.0,1,0.2,145.0,88.0,145.0,0.0,145.0,7.0,145.0,936.9,1.0,16.7,1.0,21,24,5,201
0.0,1,0.0,145.0,90.0,145.0,0.0,145.0,0.0,145.0,937.1,1.0,15.6,1.0,22,24,5,201
0.0,1,0.0,145.0,93.0,145.0,0.0,145.0,0.0,145.0,937.6,1.0,14.8,1.0,23,24,5,201
0.0,1,0.1,145.0,94.0,145.0,0.0,145.0,46.0,145.0,937.8,1.0,14.5,1.0,0,25,5,201
0.0,1,0.0,145.0,95.0,145.0,0.0,145.0,0.0,145.0,937.7,1.0,14.1,1.0,1,25,5,201
0.0,1,0.1,145.0,96.0,145.0,0.0,145.0,73.0,145.0,937.6,1.0,14.0,1.0,2,25,5,201
0.0,1,0.3,145.0,95.0,145.0,0.0,145.0,67.0,145.0,937.4,1.0,13.9,1.0,3,25,5,201
0.0,1,0.0,145.0,96.0,145.0,0.0,145.0,0.0,145.0,937.3,1.0,13.3,1.0,4,25,5,201
0.0,1,0.1,145.0,98.0,145.0,0.0,145.0,70.0,145.0,937.4,1.0,13.1,1.0,5,25,5,201
0.0,1,0.0,145.0,98.0,145.0,15.6,145.0,0.0,145.0,937.5,1.0,13.2,1.0,6,25,5,201
0.0,1,0.0,145.0,99.0,145.0,23.0,145.0,0.0,145.0,937.4,1.0,13.3,1.0,7,25,5,201
0.0,1,0.3,145.0,91.0,145.0,39.2,145.0,266.0,145.0,937.5,1.0,15.6,1.0,8,25,5,201
0.0,1,0.2,145.0,80.0,145.0,587.1,145.0,94.0,145.0,937.2,1.0,18.3,1.0,9,25,5,201
0.0,1,0.6,145.0,69.0,145.0,727.4,145.0,270.0,145.0,936.6,1.0,19.7,1.0,10,25,5,201
0.0,1,1.2,145.0,60.0,145.0,888.0,145.0,258.0,145.0,936.1,1.0,22.1,1.0,11,25,5,201
0.0,1,1.2,145.0,52.0,145.0,669.4,145.0,294.0,145.0,935.7,1.0,22.4,1.0,12,25,5,201
0.0,1,1.3,145.0,43.0,145.0,1027.7,145.0,250.0,145.0,935.3,1.0,25.1,1.0,13,25,5,201
0.0,1,0.8,145.0,55.0,145.0,191.0,145.0,189.0,145.0,935.4,1.0,23.0,1.0,14,25,5,201
0.0,1,0.9,145.0,50.0,145.0,626.2,145.0,178.0,145.0,935.4,1.0,24.4,1.0,15,25,5,201
0.0,1,1.7,145.0,57.0,145.0,613.3,145.0,254.0,145.0,934.8,1.0,24.3,1.0,16,25,5,201
0.0,1,1.2,145.0,58.0,145.0,415.0,145.0,216.0,145.0,934.7,1.0,23.3,1.0,17,25,5,201
0.0,1,0.5,145.0,69.0,145.0,84.3,145.0,186.0,145.0,935.1,1.0,21.5,1.0,18,25,5,201
0.0,1,0.5,145.0,67.0,145.0,82.5,145.0,120.0,145.0,935.4,1.0,22.2,1.0,19,25,5,201
0.0,1,0.1,145.0,82.0,145.0,0.0,145.0,63.0,145.0,936.3,1.0,18.0,1.0,20,25,5,201
0.0,1,0.0,145.0,83.0,145.0,0.0,145.0,0.0,145.0,937.5,1.0,17.8,1.0,21,25,5,201
0.0,1,0.5,145.0,77.0,145.0,0.0,145.0,43.0,145.0,937.9,1.0,17.7,1.0,22,25,5,201
0.0,1,0.6,145.0,76.0,145.0,0.0,145.0,49.0,145.0,938.6,1.0,17.7,1.0,23,25,5,201
0.0,1,0.5,145.0,76.0,145.0,0.0,145.0,56.0,145.0,938.6,1.0,17.4,1.0,0,26,5,201
0.0,1,0.7,145.0,79.0,145.0,0.0,145.0,52.0,145.0,938.7,1.0,17.6,1.0,1,26,5,201
0.0,1,0.9,145.0,79.0,145.0,0.0,145.0,52.0,145.0,939.2,1.0,17.7,1.0,2,26,5,201
0.0,1,0.5,145.0,82.0,145.0,0.0,145.0,79.0,145.0,939.0,1.0,17.2,1.0,3,26,5,201
0.0,1,0.3,145.0,85.0,145.0,0.0,145.0,70.0,145.0,938.8,1.0,16.0,1.0,4,26,5,201
0.0,1,0.3,145.0,86.0,145.0,0.0,145.0,66.0,145.0,939.6,1.0,16.5,1.0,5,26,5,201
0.0,1,0.6,145.0,82.0,145.0,33.8,145.0,60.0,145.0,939.9,1.0,16.8,1.0,6,26,5,201
0.0,1,0.1,145.0,87.0,145.0,93.0,145.0,249.0,145.0,940.2,1.0,17.3,1.0,7,26,5,201
0.0,1,0.3,145.0,84.0,145.0,142.2,145.0,240.0,145.0,940.3,1.0,18.4,1.0,8,26,5,201
0.0,1,0.8,145.0,77.0,145.0,432.2,145.0,265.0,145.0,940.3,1.0,19.0,1.0,9,26,5,201
0.0,1,0.8,145.0,71.0,145.0,615.1,145.0,208.0,145.0,940.2,1.0,20.8,1.0,10,26,5,201
0.0,1,1.6,145.0,68.0,145.0,691.5,145.0,272.0,145.0,940.0,1.0,21.6,1.0,11,26,5,201
0.0,1,1.3,145.0,62.0,145.0,870.6,145.0,252.0,145.0,939.8,1.0,23.7,1.0,12,26,5,201
0.0,1,1.9,145.0,59.0,145.0,864.7,145.0,277.0,145.0,939.3,1.0,24.7,1.0,13,26,5,201
0.0,1,1.8,145.0,61.0,145.0,739.3,145.0,233.0,145.0,939.1,1.0,24.0,1.0,14,26,5,201
0.0,1,2.0,145.0,67.0,145.0,403.7,145.0,281.0,145.0,938.9,1.0,24.2,1.0,15,26,5,201
0.0,1,0.1,145.0,68.0,145.0,400.6,145.0,225.0,145.0,938.6,1.0,23.3,1.0,16,26,5,201
0.0,1,0.4,145.0,67.0,145.0,198.5,145.0,191.0,145.0,938.4,1.0,23.1,1.0,17,26,5,201
0.0,1,0.8,145.0,69.0,145.0,146.5,145.0,180.0,145.0,938.7,1.0,22.2,1.0,18,26,5,201
0.0,1,0.1,145.0,80.0,145.0,16.7,145.0,45.0,145.0,939.5,1.0,20.4,1.0,19,26,5,201
0.0,1,0.0,145.0,80.0,145.0,0.0,145.0,0.0,145.0,940.2,1.0,19.5,1.0,20,26,5,201
0.0,1,0.0,145.0,81.0,145.0,0.0,145.0,0.0,145.0,940.6,1.0,19.1,1.0,21,26,5,201
0.0,1,0.0,145.0,82.0,145.0,0.0,145.0,0.0,145.0,940.6,1.0,18.8,1.0,22,26,5,201
0.0,1,0.0,145.0,84.0,145.0,0.0,145.0,0.0,145.0,940.7,1.0,18.3,1.0,23,26,5,201
0.0,1,0.6,145.0,84.0,145.0,0.0,145.0,46.0,145.0,939.9,1.0,18.1,1.0,0,27,5,201
0.0,1,0.2,145.0,87.0,145.0,0.0,145.0,66.0,145.0,940.1,1.0,17.4,1.0,1,27,5,201
0.0,1,0.0,145.0,89.0,145.0,0.0,145.0,0.0,145.0,940.2,1.0,17.2,1.0,2,27,5,201
0.0,1,0.0,145.0,89.0,145.0,0.0,145.0,66.0,145.0,940.0,1.0,16.7,1.0,3,27,5,201
0.0,1,0.1,145.0,92.0,145.0,0.0,145.0,89.0,145.0,940.2,1.0,16.4,1.0,4,27,5,201
0.0,1,0.1,145.0,92.0,145.0,0.0,145.0,29.0,145.0,940.1,1.0,16.2,1.0,5,27,5,201
0.0,1,0.0,145.0,93.0,145.0,28.2,145.0,0.0,145.0,940.2,1.0,16.7,1.0,6,27,5,201
0.0,1,0.0,145.0,89.0,145.0,107.5,145.0,0.0,145.0,940.3,1.0,18.0,1.0,7,27,5,201
0.0,1,0.1,145.0,83.0,145.0,123.3,145.0,216.0,145.0,940.4,1.0,18.5,1.0,8,27,5,201
0.0,1,0.6,145.0,84.0,145.0,388.4,145.0,192.0,145.0,940.1,1.0,19.7,1.0,9,27,5,201
0.0,1,0.9,145.0,81.0,145.0,498.9,145.0,272.0,145.0,939.9,1.0,21.5,1.0,10,27,5,201
0.0,1,1.1,145.0,71.0,145.0,608.8,145.0,284.0,145.0,939.3,1.0,21.7,1.0,11,27,5,201
0.0,1,1.0,145.0,60.0,145.0,799.3,145.0,182.0,145.0,938.9,1.0,24.2,1.0,12,27,5,201
0.0,1,0.0,145.0,71.0,145.0,349.1,145.0,0.0,145.0,938.1,1.0,23.5,1.0,13,27,5,201
0.0,1,1.0,145.0,54.0,145.0,179.3,145.0,143.0,145.0,937.4,1.0,23.3,1.0,14,27,5,201
0.0,1,1.5,145.0,68.0,145.0,246.8,145.0,75.0,145.0,937.5,1.0,20.5,1.0,15,27,5,201
0.0,1,1.6,145.0,70.0,145.0,43.9,145.0,60.0,145.0,938.2,1.0,20.5,1.0,16,27,5,201
0.0,1,0.2,145.0,83.0,145.0,4.4,145.0,42.0,145.0,937.9,1.0,18.6,1.0,17,27,5,201
0.0,1,0.9,145.0,91.0,145.0,0.0,145.0,138.0,145.0,938.7,1.0,17.7,1.0,18,27,5,201
0.0,1,3.8,145.0,92.0,145.0,0.0,145.0,308.0,145.0,940.2,1.0,16.1,1.0,19,27,5,201
0.2,1,0.7,145.0,98.0,145.0,0.0,145.0,101.0,145.0,939.7,1.0,15.8,1.0,20,27,5,201
0.0,1,0.4,145.0,96.0,145.0,0.0,145.0,59.0,145.0,940.6,1.0,15.6,1.0,21,27,5,201
0.0,1,1.2,145.0,93.0,145.0,0.0,145.0,303.0,145.0,940.5,1.0,15.2,1.0,22,27,5,201
0.0,1,0.0,145.0,93.0,145.0,0.0,145.0,0.0,145.0,940.9,1.0,14.7,1.0,23,27,5,201
0.0,1,0.0,145.0,96.0,145.0,0.0,145.0,0.0,145.0,940.5,1.0,14.3,1.0,0,28,5,201
0.0,1,0.0,145.0,95.0,145.0,0.0,145.0,0.0,145.0,940.3,1.0,14.1,1.0,1,28,5,201
0.0,1,0.0,145.0,97.0,145.0,0.0,145.0,0.0,145.0,940.0,1.0,13.8,1.0,2,28,5,201
0.0,1,0.2,145.0,97.0,145.0,0.0,145.0,56.0,145.0,939.9,1.0,13.4,1.0,3,28,5,201
0.0,1,0.0,145.0,98.0,145.0,0.0,145.0,0.0,145.0,940.1,1.0,13.2,1.0,4,28,5,201
0.0,1,0.0,145.0,99.0,145.0,1.2,145.0,0.0,145.0,940.5,1.0,13.5,1.0,5,28,5,201
0.0,1,0.2,145.0,98.0,145.0,22.6,145.0,43.0,145.0,940.2,1.0,14.3,1.0,6,28,5,201
0.0,1,0.4,145.0,97.0,145.0,64.2,145.0,56.0,145.0,940.7,1.0,14.6,1.0,7,28,5,201
0.0,1,0.6,145.0,87.0,145.0,99.9,145.0,311.0,145.0,940.7,1.0,15.8,1.0,8,28,5,201
0.0,1,0.5,145.0,86.0,145.0,265.7,145.0,293.0,145.0,940.8,1.0,17.1,1.0,9,28,5,201
0.0,1,0.7,145.0,84.0,145.0,313.9,145.0,197.0,145.0,940.1,1.0,18.1,1.0,10,28,5,201
0.0,1,0.2,145.0,75.0,145.0,337.0,145.0,139.0,145.0,940.0,1.0,19.6,1.0,11,28,5,201
0.0,1,1.0,145.0,75.0,145.0,585.2,145.0,276.0,145.0,939.7,1.0,21.1,1.0,12,28,5,201
0.0,1,1.1,145.0,69.0,145.0,340.0,145.0,273.0,145.0,939.1,1.0,21.0,1.0,13,28,5,201
0.0,1,0.7,145.0,63.0,145.0,385.9,145.0,188.0,145.0,938.6,1.0,21.4,1.0,14,28,5,201
0.0,1,0.8,145.0,68.0,145.0,323.4,145.0,277.0,145.0,938.2,1.0,21.9,1.0,15,28,5,201
0.0,1,0.9,145.0,77.0,145.0,152.0,145.0,273.0,145.0,938.2,1.0,20.7,1.0,16,28,5,201
0.0,1,0.6,145.0,83.0,145.0,175.5,145.0,138.0,145.0,937.7,1.0,21.2,1.0,17,28,5,201
0.0,1,0.0,145.0,87.0,145.0,39.2,145.0,152.0,145.0,937.8,1.0,19.4,1.0,18,28,5,201
0.0,1,0.0,145.0,88.0,145.0,19.5,145.0,0.0,145.0,938.1,1.0,18.5,1.0,19,28,5,201
0.0,1,0.1,145.0,87.0,145.0,0.0,145.0,61.0,145.0,938.2,1.0,17.6,1.0,20,28,5,201
0.0,1,0.0,145.0,85.0,145.0,0.0,145.0,96.0,145.0,938.9,1.0,17.9,1.0,21,28,5,201
0.0,1,0.0,145.0,85.0,145.0,0.0,145.0,0.0,145.0,938.5,1.0,17.6,1.0,22,28,5,201
0.0,1,0.5,145.0,85.0,145.0,0.0,145.0,62.0,145.0,938.4,1.0,17.8,1.0,23,28,5,201
0.0,1,0.0,145.0,90.0,145.0,0.0,145.0,0.0,145.0,937.8,1.0,16.8,1.0,0,29,5,201
0.0,1,0.9,145.0,89.0,145.0,0.0,145.0,322.0,145.0,937.9,1.0,17.2,1.0,1,29,5,201
0.0,1,1.1,145.0,99.0,145.0,0.0,145.0,299.0,145.0,938.4,1.0,15.8,1.0,2,29,5,201
0.0,1,0.0,145.0,100.0,145.0,0.0,145.0,0.0,145.0,938.2,1.0,15.5,1.0,3,29,5,201
0.4,1,0.2,145.0,100.0,145.0,0.0,145.0,171.0,145.0,938.3,1.0,15.3,1.0,4,29,5,201
0.0,1,0.0,145.0,100.0,145.0,0.0,145.0,0.0,145.0,938.1,1.0,15.2,1.0,5,29,5,201
0.6,1,0.1,145.0,100.0,145.0,0.9,145.0,266.0,145.0,938.1,1.0,15.0,1.0,6,29,5,201
0.0,1,0.0,145.0,100.0,145.0,99.3,145.0,0.0,145.0,938.1,1.0,15.5,1.0,7,29,5,201
