Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"A22 (Avio)",PM10,2018-06-18,10,12,µg/mc
"A22 (Avio)",PM10,2018-06-18,11,10,µg/mc
"A22 (Avio)",PM10,2018-06-18,12,9,µg/mc
"A22 (Avio)",PM10,2018-06-18,13,10,µg/mc
"A22 (Avio)",PM10,2018-06-18,14,10,µg/mc
"A22 (Avio)",PM10,2018-06-18,15,10,µg/mc
"A22 (Avio)",PM10,2018-06-18,16,10,µg/mc
"A22 (Avio)",PM10,2018-06-18,17,9,µg/mc
"A22 (Avio)",PM10,2018-06-18,18,12,µg/mc
"A22 (Avio)",PM10,2018-06-18,19,12,µg/mc
"A22 (Avio)",PM10,2018-06-18,20,12,µg/mc
"A22 (Avio)",PM10,2018-06-18,21,13,µg/mc
"A22 (Avio)",PM10,2018-06-18,22,12,µg/mc
"A22 (Avio)",PM10,2018-06-18,23,13,µg/mc
"A22 (Avio)",PM10,2018-06-18,24,13,µg/mc
"A22 (Avio)",PM10,2018-06-19,1,14,µg/mc
"A22 (Avio)",PM10,2018-06-19,2,13,µg/mc
"A22 (Avio)",PM10,2018-06-19,3,12,µg/mc
"A22 (Avio)",PM10,2018-06-19,4,12,µg/mc
"A22 (Avio)",PM10,2018-06-19,5,12,µg/mc
"A22 (Avio)",PM10,2018-06-19,6,12,µg/mc
"A22 (Avio)",PM10,2018-06-19,7,12,µg/mc
"A22 (Avio)",PM10,2018-06-19,8,11,µg/mc
"A22 (Avio)",PM10,2018-06-19,9,14,µg/mc
"A22 (Avio)",PM10,2018-06-19,10,11,µg/mc
"A22 (Avio)",PM10,2018-06-19,11,10,µg/mc
"A22 (Avio)",PM10,2018-06-19,12,10,µg/mc
"A22 (Avio)",PM10,2018-06-19,13,11,µg/mc
"A22 (Avio)",PM10,2018-06-19,14,12,µg/mc
"A22 (Avio)",PM10,2018-06-19,15,14,µg/mc
"A22 (Avio)",PM10,2018-06-19,16,15,µg/mc
"A22 (Avio)",PM10,2018-06-19,17,16,µg/mc
"A22 (Avio)",PM10,2018-06-19,18,18,µg/mc
"A22 (Avio)",PM10,2018-06-19,19,19,µg/mc
"A22 (Avio)",PM10,2018-06-19,20,20,µg/mc
"A22 (Avio)",PM10,2018-06-19,21,19,µg/mc
"A22 (Avio)",PM10,2018-06-19,22,19,µg/mc
"A22 (Avio)",PM10,2018-06-19,23,19,µg/mc
"A22 (Avio)",PM10,2018-06-19,24,18,µg/mc
"A22 (Avio)",PM10,2018-06-20,1,17,µg/mc
"A22 (Avio)",PM10,2018-06-20,2,18,µg/mc
"A22 (Avio)",PM10,2018-06-20,3,18,µg/mc
"A22 (Avio)",PM10,2018-06-20,4,18,µg/mc
"A22 (Avio)",PM10,2018-06-20,5,19,µg/mc
"A22 (Avio)",PM10,2018-06-20,6,19,µg/mc
"A22 (Avio)",PM10,2018-06-20,7,21,µg/mc
"A22 (Avio)",PM10,2018-06-20,8,23,µg/mc
"A22 (Avio)",PM10,2018-06-20,9,22,µg/mc
"A22 (Avio)",PM10,2018-06-20,10,23,µg/mc
"A22 (Avio)",PM10,2018-06-20,11,19,µg/mc
"A22 (Avio)",PM10,2018-06-20,12,17,µg/mc
"A22 (Avio)",PM10,2018-06-20,13,14,µg/mc
"A22 (Avio)",PM10,2018-06-20,14,15,µg/mc
"A22 (Avio)",PM10,2018-06-20,15,16,µg/mc
"A22 (Avio)",PM10,2018-06-20,16,17,µg/mc
"A22 (Avio)",PM10,2018-06-20,17,18,µg/mc
"A22 (Avio)",PM10,2018-06-20,18,20,µg/mc
"A22 (Avio)",PM10,2018-06-20,19,20,µg/mc
"A22 (Avio)",PM10,2018-06-20,20,20,µg/mc
"A22 (Avio)",PM10,2018-06-20,21,19,µg/mc
"A22 (Avio)",PM10,2018-06-20,22,19,µg/mc
"A22 (Avio)",PM10,2018-06-20,23,19,µg/mc
"A22 (Avio)",PM10,2018-06-20,24,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,1,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,2,17,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,3,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,4,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,5,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,6,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,7,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,8,28,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,9,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,10,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,11,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,12,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,13,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,14,13,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,15,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,16,32,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,17,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,18,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,19,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,20,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,21,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,22,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,23,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-20,24,13,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,1,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,2,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,3,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,4,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,5,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,6,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,7,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,8,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,9,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,10,35,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,11,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,12,32,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,13,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,14,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,15,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,16,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,17,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,18,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,19,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,20,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,21,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,22,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,23,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-21,24,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,1,31,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,2,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,3,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,4,30,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,5,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,6,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,7,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,8,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,9,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,10,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,11,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,12,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,13,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,14,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,15,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,16,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,17,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,18,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,19,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,20,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,21,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,22,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,23,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-22,24,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,1,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,2,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,3,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,4,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,5,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,6,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,7,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,8,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,9,35,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,10,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,11,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,12,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,13,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,14,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,17,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,18,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,19,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,20,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,21,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,22,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,23,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-23,24,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,1,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,2,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,3,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,4,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,5,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,6,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,7,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,8,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,9,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,10,38,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,11,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,12,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,13,35,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,14,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,15,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,16,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,17,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,18,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,19,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,20,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,21,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,22,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,23,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-24,24,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,1,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,2,30,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,3,30,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,4,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,5,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,6,36,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,7,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,8,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,9,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,10,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,11,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,12,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,13,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,14,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,15,17,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,16,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,17,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,18,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,19,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,20,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,21,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,22,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,23,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-25,24,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,1,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,2,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,3,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,4,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,5,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,6,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,7,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,8,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,9,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,10,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,11,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,12,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,13,12,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,14,13,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,15,13,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,16,14,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,17,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,18,10,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,19,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,20,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,21,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,22,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,23,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-26,24,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,1,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,2,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,3,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,4,31,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,5,38,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,6,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,7,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,8,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,9,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,10,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,11,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,12,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,13,11,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,14,13,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,15,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,16,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,17,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,18,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,19,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,20,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,21,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,22,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,23,32,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-27,24,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,1,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,2,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,3,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,4,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,5,35,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,6,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,7,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,8,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,9,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,10,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,11,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,12,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,13,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,14,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,15,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,16,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,17,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,18,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,19,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,20,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,21,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,22,36,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,23,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-28,24,32,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,1,30,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,2,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,3,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,4,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,5,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,6,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,7,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,8,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,9,28,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,10,36,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,11,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,12,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,13,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,14,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,15,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,16,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,17,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,18,35,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,19,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,20,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,21,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,22,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,23,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-29,24,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,1,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,2,31,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,3,27,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,4,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,5,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,6,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,7,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,8,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,9,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,10,38,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,11,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,12,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,13,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,14,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,15,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,16,36,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,17,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,18,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,19,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,20,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,21,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,22,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,23,36,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-30,24,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,1,27,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,2,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,3,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,4,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,5,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,6,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,7,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,8,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,9,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,10,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,11,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,12,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,13,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,14,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,15,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,16,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,17,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,18,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,19,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,20,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,21,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,22,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,23,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-05-31,24,38,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,1,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,2,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,3,32,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,4,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,5,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,6,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,7,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,8,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,9,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,10,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,11,30,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,12,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,13,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,14,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,15,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,16,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,17,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,18,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,19,35,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,20,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,21,86,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,22,92,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,23,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-01,24,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,1,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,2,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,3,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,4,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,5,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,6,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,7,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,8,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,9,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,10,38,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,11,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,12,10,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,13,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2018-06-02,14,18,µg/mc
