Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM2.5,2018-06-06,13,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,14,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,15,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,16,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,17,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,18,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,19,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,20,18,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,21,22,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,22,20,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,23,19,µg/mc
"Parco S. Chiara",PM2.5,2018-06-06,24,20,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,1,22,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,2,25,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,3,28,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,4,32,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,5,31,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,6,29,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,7,37,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,8,25,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,9,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,10,20,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,11,28,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,12,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,13,22,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,14,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,15,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,16,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,17,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,18,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,19,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,20,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,21,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,22,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,23,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-07,24,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,1,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,2,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,3,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,4,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,5,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,6,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,7,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,8,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,9,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,10,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,11,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,12,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,13,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,14,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,15,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,16,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,17,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,18,4,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,19,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,20,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,21,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,22,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,23,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-08,24,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,1,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,2,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,3,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,4,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,5,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,6,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,7,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,8,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,9,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,10,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,11,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,12,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,13,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,14,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,15,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,16,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,17,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,18,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,19,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,20,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,21,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,22,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,23,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-09,24,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,1,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,2,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,3,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,4,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,5,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,6,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,7,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,8,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,9,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,10,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,11,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,12,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,13,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,14,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,15,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,16,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,17,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,18,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,19,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,20,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,21,18,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,22,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,23,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-10,24,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,1,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,2,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,3,19,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,4,25,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,5,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,6,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,7,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,8,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,9,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,10,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,11,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,12,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,13,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,14,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,15,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,16,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,17,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,18,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,19,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,20,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,21,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,22,19,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,23,19,µg/mc
"Parco S. Chiara",PM2.5,2018-06-11,24,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,1,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,2,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,3,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,4,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,5,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,6,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,7,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,8,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,9,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,10,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,11,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,12,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,13,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,14,4,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,15,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,16,24,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,17,23,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,18,21,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,19,20,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,20,20,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,21,19,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,22,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,23,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-12,24,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,1,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,2,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,3,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,4,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,5,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,6,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,7,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,8,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,9,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,10,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,11,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,12,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,13,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,14,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,15,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,16,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,17,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,18,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,19,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,20,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,21,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,22,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,23,4,µg/mc
"Parco S. Chiara",PM2.5,2018-06-13,24,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,1,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,2,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,3,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,4,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,5,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,6,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,7,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,8,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,9,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,10,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,11,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,12,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,13,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,14,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,15,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,16,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,17,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,18,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,19,4,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,20,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,21,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,22,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,23,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-14,24,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,1,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,2,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,3,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,4,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,5,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,6,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,7,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,8,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,9,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,10,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,11,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,12,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,13,2,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,14,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,15,4,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,16,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,17,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,18,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,19,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,20,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,21,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,22,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,23,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-15,24,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,1,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,2,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,3,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,4,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,5,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,6,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,7,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,8,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,9,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,10,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,11,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,12,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,13,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,14,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,15,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,16,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,17,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,18,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,19,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,20,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,21,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,22,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,23,21,µg/mc
"Parco S. Chiara",PM2.5,2018-06-16,24,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,1,18,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,2,19,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,3,19,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,4,18,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,5,18,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,6,18,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,7,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,8,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,9,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,10,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,11,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,12,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,13,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,14,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,15,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,16,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,17,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,18,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,19,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,20,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,21,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,22,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,23,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-17,24,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,1,18,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,2,19,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,3,19,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,4,23,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,5,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,6,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,7,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,8,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,9,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,10,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,11,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,12,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,13,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,14,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,15,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,16,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,17,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,18,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,19,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,20,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,21,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,22,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,23,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-18,24,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,1,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,2,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,3,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,4,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,5,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,6,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,7,8,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,8,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,9,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,10,5,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,11,3,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,12,4,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,13,4,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,14,4,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,15,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,16,6,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,17,7,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,18,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,19,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,20,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,21,14,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,22,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,23,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-19,24,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,1,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,2,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,3,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,4,18,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,5,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,6,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,7,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,8,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,9,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,10,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,11,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,12,9,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,13,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,14,10,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,15,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,16,11,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,17,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,18,12,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,19,13,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,20,15,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,21,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,22,16,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,23,17,µg/mc
"Parco S. Chiara",PM2.5,2018-06-20,24,17,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,1,22,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,2,17,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,3,14,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,4,11,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,5,12,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,6,11,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,7,12,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,8,12,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,9,9,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,10,10,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,11,8,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,12,8,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,13,10,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,14,9,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,15,8,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,16,10,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,17,17,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,18,12,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,19,17,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,20,35,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,21,28,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,22,25,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,23,24,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-20,24,18,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,1,13,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,2,13,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,3,11,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,4,19,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,5,31,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,6,27,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,7,28,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,8,27,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,9,17,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,10,17,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,11,16,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,12,15,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,13,16,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,14,15,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,15,12,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,16,12,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,17,9,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,18,16,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,19,25,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,20,19,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,21,15,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,22,13,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,23,14,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-21,24,14,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-22,1,12,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-22,2,10,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-22,3,9,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-22,4,14,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-22,5,14,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-22,6,23,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-22,7,34,µg/mc
"Parco S. Chiara","Biossido di Azoto",2018-05-22,8,42,µg/mc
