Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"A22 (Avio)","Biossido di Azoto",2019-03-18,11,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,12,28,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,13,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,14,32,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,15,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,16,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,17,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,18,38,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,19,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,20,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,21,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,22,38,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,23,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-18,24,38,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,1,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,2,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,3,27,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,4,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,5,28,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,6,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,7,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,8,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,9,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,10,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,11,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,12,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,13,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,14,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,15,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,16,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,17,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,18,30,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,19,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,20,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,21,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,22,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,23,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-19,24,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,1,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,2,44,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,3,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,4,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,5,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,6,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,7,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,8,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,9,78,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,10,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,11,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,12,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,13,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,14,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,15,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,16,17,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,17,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,18,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,19,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,20,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,21,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,22,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,23,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-20,24,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,1,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,2,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,3,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,4,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,5,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,6,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,7,69,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,8,82,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,9,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,10,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,11,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,12,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,13,27,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,14,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,15,14,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,16,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,17,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,18,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,19,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,20,110,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,21,93,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,22,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,23,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-21,24,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,1,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,2,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,3,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,4,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,5,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,6,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,7,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,8,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,9,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,10,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,11,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,12,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,13,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,14,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,15,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,16,28,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,17,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,18,30,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,19,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,20,107,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,21,96,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,22,90,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,23,83,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-22,24,88,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,1,73,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,2,65,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,3,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,4,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,5,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,6,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,7,42,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,8,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,9,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,10,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,11,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,12,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,13,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,14,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,15,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,16,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,17,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,18,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,19,73,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,20,110,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,21,97,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,22,84,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,23,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-23,24,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,1,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,2,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,3,39,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,4,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,5,28,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,6,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,7,37,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,8,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,9,32,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,10,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,11,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,12,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,13,35,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,14,8,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,15,8,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,16,11,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,17,14,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,18,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,19,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,20,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,21,126,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,22,120,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,23,104,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-24,24,86,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,1,73,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,2,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,3,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,4,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,5,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,6,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,7,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,8,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,9,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,10,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,11,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,17,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,18,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,19,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,20,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,21,17,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,22,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,23,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-25,24,14,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,1,10,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,2,7,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,3,7,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,4,10,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,5,10,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,6,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,7,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,8,30,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,9,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,10,27,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,11,31,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,12,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,13,31,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,14,35,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,15,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,16,34,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,17,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,18,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,19,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,20,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,21,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,22,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,23,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-26,24,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,1,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,2,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,3,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,4,54,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,5,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,6,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,7,84,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,8,100,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,9,93,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,10,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,11,35,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,12,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,13,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,14,14,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,15,13,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,16,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,17,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,18,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,19,43,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,20,80,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,21,76,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,22,74,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,23,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-27,24,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,1,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,2,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,3,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,4,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,5,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,6,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,7,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,8,91,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,9,71,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,10,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,11,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,12,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,13,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,14,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,15,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,16,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,17,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,18,28,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,19,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,20,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,21,75,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,22,83,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,23,73,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-28,24,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,1,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,2,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,3,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,4,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,5,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,6,64,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,7,72,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,8,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,9,56,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,10,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,11,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,12,38,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,13,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,14,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,15,17,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,16,16,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,17,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,18,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,19,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,20,102,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,21,103,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,22,92,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,23,85,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-29,24,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,1,68,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,2,57,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,3,55,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,4,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,5,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,6,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,7,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,8,52,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,9,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,10,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,11,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,12,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,13,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,14,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,15,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,16,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,17,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,18,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,19,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,20,84,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,21,88,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,22,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,23,84,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-30,24,78,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,1,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,2,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,3,45,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,4,41,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,5,36,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,6,47,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,7,40,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,8,36,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,9,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,10,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,11,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,12,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,13,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,14,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,15,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,16,20,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,17,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,18,30,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,19,33,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,20,115,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,21,110,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,22,98,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,23,95,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-03-31,24,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,1,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,2,48,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,3,50,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,4,61,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,5,83,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,6,73,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,7,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,8,74,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,9,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,10,58,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,11,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,12,46,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,13,27,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,14,25,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,15,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,16,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,17,19,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,18,32,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,19,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,20,94,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,21,94,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,22,104,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,23,70,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-01,24,60,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,1,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,2,66,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,3,49,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,4,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,5,77,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,6,89,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,7,96,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,8,79,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,9,67,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,10,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,11,59,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,12,63,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,13,51,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,14,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,15,18,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,16,21,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,17,23,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,18,26,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,19,32,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,20,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,21,22,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,22,28,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,23,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-02,24,29,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-03,1,24,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-03,2,15,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-03,3,28,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-03,4,27,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-03,5,53,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-03,6,62,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-03,7,81,µg/mc
"A22 (Avio)","Biossido di Azoto",2019-04-03,8,85,µg/mc
